
# **************** Reading GerdaMalaperis.txt
supre|11530|supr-e|Post tri horoj da atendado, io fine okazis: Linda, kiu gardostaris en la iom alta observejo, faris la deciditan signalon, kaj rapide kuris de supre al siaj kunuloj.|supr -  top, summit<br>e - ending of adverbs<br>
decidi|1943|decid-i|Ni devas informi la aŭtoritatojn. Tuj. Mi iros. Ili eble decidos voki doktoron, kuraciston, kaj almenaŭ tuj sendos flegistinon. Certe estas flegistino en ĉi tiu universitato, ĉu ne?|decid -  decide<br>i - termination of the infinitive in verbs<br>
poŝtoficejo|6506|poŝt-ofic-ej-o|Atendu. Mi rakontos ĉion. Por ke mia peto ŝajnu natura, mi petis lin lasi min en la centro. Li lasis min ĉe la dekstra flanko de la Granda Teatro, kaj li veturis plu. Mi ne sciis, kion fari. Mi promenis en la urbo, pensante, ke mia ideo ne estis tiel bona: mi eksciis nenion pri li, kaj troviĝis sen aŭto en la mezo de la urbo. Fakte, mi sentis min iom stulta. Mi promenis de strato al strato, provante elpensi planon, kaj jen subite mi vidas lin eliri el la poŝtoficejo. Mi estis ne-kredeble bonŝanca. Imagu! Se mi estus troviĝinta nazon-al-nazo kun li ĝuste kiam li eliris el la poŝtoficejo...! Sed mi vidis lin sufiĉe frue por min kaŝi.|poŝt -  mail<br>ofic -  office, duty, function<br>ej -  place where an action occurs<br>o - ending of nouns (substantive)<br>
praktiki|13338|praktik-i|Lasu min paroli plu! – kolekto da tekstoj, sen rilato unu kun la alia, kiuj estas kompreneblaj sen plua lernado por tiu, kiu bone lernis la vortojn kaj gramatikaĵojn de la paralela ĉapitro en Gerda malaperis! – Ilia celo estas disponigi al la lernanto legolibron por praktiki tion, kion li lernis legante la romaneton.|praktik -  practice, application (of a profession)<br>i - termination of the infinitive in verbs<br>
aliflanke|6988|ali-flank-e|Certe ne. Subite, li eniris restoracion. Mi hezitis. Ĉu ankaŭ mi eniru? Aŭ ĉu mi tro riskos, ke li vidos kaj rekonos min? Unuflanke, mi deziris spioni lin. Aliflanke, la risko, ke li rekonos min, estis reala, kaj min ĝenis. Dum mi staris tie hezitante, eniris la restoracion grupo da soldatoj, eble ok aŭ naŭ, junaj viroj, kiuj milit-servis, videble. Dum ili eniris kaj la pordo estis malfermita, mi vidis, ke la restoracio estas granda kaj plena je homoj. Mi sekvis la ok aŭ naŭ soldatojn kaj trovis sidlokon ne tre videblan de la loko, kie mia blondulo ĵus eksidis.|ali -  other<br>flank -  side<br>e - ending of adverbs<br>
fojo|7520|foj-o|Mi rimarkis tre bedaŭrindan aferon, nome, ke la blondulo ne plu troviĝas en la restoracio. Li certe foriris, dum mi tiom interesiĝis pri la inter-soldata milito. Mi vere bedaŭras mian mankon de observemo. Sed kion fari? Bedaŭri ne helpas. Mi fuŝis mian taskon. Mi provos ne fuŝi ĝin alian fojon.|foj -  time (e.g. three times etc.)<br>o - ending of nouns (substantive)<br>
kune|2478|kun-e|“Se li iros per buso, li eĉ pli certe vidos, ke mi sekvas lin, ĉar ni devos kune atendi ĉe la haltejo.”|e - ending of adverbs<br>
hejme|8869|hejm-e|“Patrino, patrineto mia, mi petegas vin. Faru, kion ili volas. Ili kaptis min. Mi ne scias, kie mi estas. Estas terure. Mi timas. Mi tiom deziras reiri hejmen. Mi petegas vin, faru tion, kion ili deziras. Se ne, ili faros malbonon al mi. Ili ne diris, kion. Ili ne volas diri. Sed mi scias, mi sentas, ke estos terure. Kompatu min, kara, kara patrino. Kompatu vian filinon. Mi timegas, rapidu, ke plej frue ili liberigu min. Ili ne volas, ke mi parolu pli longe, sed mi havas paperon kaj plumon, kaj mi tuj skribos leteron al vi. Mi nur petegas: obeu ilin!”|hejm -  home<br>e - ending of adverbs<br>
influo|12540|influ-o|“Ŝi mem klarigis al mi,” respondis la policano. “Ŝi konstatis, ke la substanco uzita antaŭ la operacio por dormigi la profesoron estas unu el tiuj, kiujn oni kelkfoje uzas por t.n. (= tiel nomata) «narko-analizo». Post la operacio, kiam la profesoro kuŝis en sia ĉambro – li havis privatan ĉambron, kaj do estis sola – ŝi injektis al li tiun substancon, kaj pridemandis lin. Sub la influo de la koncerna substanco, oni dormas, sed dormante aŭdas kaj respondas demandojn, ĝenerale dirante la veron. Li do dorme respondis al ŝi. Per tiu metodo ŝi eksciis pri tio, ke nur unu persono en la mondo, nome Gerda, komprenas tiun sekretan lingvon, kaj pri multaj aliaj aferoj.”|influ -  influence, have an effect on<br>o - ending of nouns (substantive)<br>
blondulo|943|blond-ul-o|Pri kiu vi parolas? Ĉu pri tiu blondulo, kiu sidas kun Gerda?|blond -  blonde, fair<br>ul -  [sufikso] person noted for…<br>o - ending of nouns (substantive)<br>
malvere|5242|mal-ver-e|“Tute ne,” ŝi fine diras, malvere. “Kien vi iras, tio tute ne interesas min. Mi proponis tion nur, ĉar tio ŝajnis plej facila. Sed se ĝenas vin, ke mi scios, vi povas lasi min ie ajn en la centro. Ekzemple ĉe la Internacia Hotelo, aŭ ĉe la Granda Teatro. Ĉiaokaze, mi treege dankas vin kaj mi facile trovos mian vojon. Jen. Tie ĉi estas perfekte. Koran dankon, kaj ĝis revido, kara sinjoro.”|mal -  denotes opposites<br>ver -  true, truth<br>e - ending of adverbs<br>
ŝi|347|ŝi|Vi pravas. Io stranga okazas. Dum ŝi ne rigardas al li – ŝi nun rigardas al la granda spegulo – lia mano iom post iom, tre tre malrapide, proksimiĝas al ŝia taso...|ŝi -  she<br>
treege|3374|tre-eg-e|Ili treege ŝatas la tiean bonegan vivon. Ili ŝategas ĝin. Ambaŭ estas agemaj, laboremaj knaboj, kun speciala ŝato al la iom timemaj studentinoj. Eble ĉar timema junulino estas malpli timinda ol ino neniam ema timi, ol sentimulino. Ĉu vi komprenas?|tre -  very<br>eg -  denotes increase of degree<br>e - ending of adverbs<br>
funkcii|3758|funkci-i|“Pardonu min, sed mi ne sukcesus rebonigi la aferon, eĉ kun plej granda bonvolo. Pri mekaniko mi scias nenion. Ĉiam mi miras vidi, ke veturiloj entute funkcias. Kiam mi vidas motoron, ĉiam mirigas min, ke tia ŝajne senorda aranĝo de pecoj kaj objektoj igas aŭton iri. Mi...”|funkci -  function, act, operate, work<br>i - termination of the infinitive in verbs<br>
detektiv-romano|13470|detektiv-roman-o|Sub la pseŭdonimo Johán Valano, li publikigis poemaron, kanto-kasedojn, detektiv-romanojn kaj kolekton da noveloj. Sub la propra nomo li publikigis kurson de psikologio en esperanto kaj multajn artikolojn, nacilingve aŭ esperante, pri diversaj temoj psikologiaj aŭ lingvaj. Li gvidis kursojn pri psikologio en esperanto en Internacia Feria Altlernejo (La Chaux-de-Fonds, Svislando) kaj en Someraj Universitataj Kursoj – Lieĝo, Belgio).|detektiv -  detective<br>roman -  novel (work of fiction)<br>o - ending of nouns (substantive)<br>
rapide|2501|rapid-e|Ŝi timas. Ŝia koro batas rapide. Ŝi volus, ke Tom kaj Bob estu kun ŝi, ke ili helpu ŝin, ke ili helpu ŝin decidi. Ŝi estas tute sola. Ŝi sentas, ke ŝia koro rapidiĝas, sed ŝi ne scias, kion fari.|rapid -  fast, rapid<br>e - ending of adverbs<br>
restoracio|4|restoraci-o|EN UNIVERSITATA RESTORACIO|restoraci -  restoracio<br>o - ending of nouns (substantive)<br>
survizaĝe|4557|sur-vizaĝ-e|Bob pripensas iomete, trinkas iom da akvo, metas la manon al la kapo kun dolora esprimo survizaĝe, kaj fine respondas:|vizaĝ -  face<br>e - ending of adverbs<br>
plaĉe|8381|plaĉ-e|“Vi ŝatus manĝi ion, ĉu ne? Pecon da pano vi deziras, tute certe. Aŭ ĉu frukton? Jen, rigardu, mi havas pomon kaj oranĝon por vi. Kiel belaj ili estas! Plenaj je suko, evidente. Se vi estus konsentinta labori por ni, vi jam estus plene sata. Kaj jen io alia: kuko. Ĉu ne bonega, belega, manĝinda kuko? Ĵus bakita, ankoraŭ varma. Tuŝu, sentu mem, kiel plaĉe varmeta ĝi estas. Vi malsatas nur pro via stulteco. Se vi estus saĝa, vi konsentus fari la etan laboron, kiun ni petas de vi, kaj vi tuj ricevus la manĝaĵojn. Mi bedaŭras, ke vi estas tiel obstina. Estas bedaŭrinde, vidi tiel belan knabinon suferi pro malsato. Mi sincere bedaŭras vian obstinecon. Nur eta «jes», kaj ĉio estos via.”|plaĉ -  be pleasing, please, give pleasure<br>e - ending of adverbs<br>
afereto|1439|afer-et-o|Ni ne povis vidi. Io tre eta. Malgranda afero. Afereto.|afer -  affair, matter<br>et -  denotes dimunition of degree<br>o - ending of nouns (substantive)<br>
dolori|4170|dolor-i|“La kapo doloras,” Bob respondas ĝeme. “Mi petas vin, bonvolu doni al mi ion por trinki.”|dolor -  pain<br>i - termination of the infinitive in verbs<br>
viro|30|vir-o|Tiu alta, blonda, juna viro...|vir -  man, male<br>o - ending of nouns (substantive)<br>
nekonscia|1861|ne-konsci-a|Jen ŝi estas. Ni pravis. Ŝi apenaŭ havis la tempon alveni ĝis la angulo, jam ŝi falis. Videble, ŝi estas nekonscia. Ŝi perdis la konscion kaj falis.|konsci -  be conscious of, aware of<br>a - termination of adjectives<br>
poŝo|1622|poŝ-o|Eble li havis suker-pecon en la poŝo kaj ...|poŝ -  pocket<br>o - ending of nouns (substantive)<br>
vere|155|ver-e|Nenio speciala okazas al mi. Kaj mi ne laboras tro multe. Fakte, mi laboras malmulte nun. La vera demando estas: kio okazas al vi, Linda? Nur vi estas vere bela.|ver -  true, truth<br>e - ending of adverbs<br>
numer-plato|6914|numer-plat-o|Prave, eble pano. Ĉiaokaze, jen mi ekvidis lian aŭton, kiu staris flanke de la strato. Mi pensis: nun li forveturos aŭte, kaj mi ne plu povos sekvi lin. Sed ne. Li nur iris porti tiun sakon al la aŭto, ĝin metis en ĝin, reŝlosis la aŭto-pordon, kaj plu piediris. Nur tiam mi havis la ideon noti la numeron de lia aŭta numer-plato. Mi do eksekvis lin plu. Li paŝis sur la dekstra flanko de la strato, kaj mi sekvis iom malproksime sur la maldekstra flanko.|numer -  number (among things numbered consecutively, as of a magazine, etc.)<br>plat -  flat<br>o - ending of nouns (substantive)<br>
ŝipe|11175|ŝip-e|“Vi pravas,” diris Tom. “Mi tute ne ŝatus vojaĝi ŝipe. La maro ĉiam igas min malsana. Mi ŝatas rigardi la maron, resti ĉe la maro, liber-tempi apud la maro, sed ne vojaĝi per ŝipo sur ĝi. Ŝipoj konstante dancas sur la maro, kaj ilia danco tute ne plaĉas al mi. Feliĉe, ke hodiaŭ oni povas iri preskaŭ ien ajn aviadile. Aviadiloj preskaŭ tute ne dancas. Sed eĉ aviadiloj nur duone plaĉas al mi. Plej multe mi preferas, kiam mi veturas sur tero, sur bona firma tero. Mi bezonas sub mi ion pli firman ol akvo aŭ aero. Plej plaĉe estas promeni piede sur bona tera vojo. Mi...”|ŝip -  ship<br>e - ending of adverbs<br>
bela|79|bel-a|Ne. Rigardu: bela knabino iras al li.|bel -  beautiful<br>a - termination of adjectives<br>
preskaŭ|7646|preskaŭ|“Sed kial, kial, kial?” diris la policano preskaŭ krie al sia edzino, kiu estis lia plej helpema kunlaboranto. “Diru al mi kial, kaj mi solvos la problemon. Oni ne kaptas homon por la simpla plezuro travivi aventuron! Ŝi ne estas riĉa. Ne kun la espero ricevi monon ili ŝin kaptis. Ŝi ĉiam vivis plej trankvilan, honestan vivon. Do, ne ĉar ŝi enmiksis sin en iun kriman agadon ili ŝin kaptis. Pro kio do? Por kio?”|
malaperinta|8250|mal-aper-int-a|“Por ke li ne suspektu, ke ni suspektas lin. Li estas nia sola ŝanco retrovi Gerdan. Bedaŭrinde, en la lastaj tagoj, li vivas plej normalan vivon, iris al neniu speciala loko, faris nenion atentindan. Eble li ludis sian rolon kaj ĝin finis. La aliaj – tiuj, kiuj forkuris kun Gerda, kiam Bob, kiu gardis ŝin, estis senkonsciigita – certe estas la gravuloj. Ili devas ekzisti, ĉar nek la alta blondulo, nek lia fratino Marta povis forporti Gerdan. Se evidentiĝos, ke la tasko de la blondulo estis nur faligi ian dormigan substancon en la trinkaĵon de Gerda, ni lin pridemandos. Ni ĝis nun esperis, ke li kondukos nin al la malaperinta belulino. Sed pli kaj pli ŝajnas, ke tio ne okazos.”|mal -  denotes opposites<br>aper -  appear<br>a - termination of adjectives<br>
ege|3293|eg-e|Tom ege ŝatas sian amikon Bob. Li ŝategas lin. Li lin amas, fakte. Bob kaj li amikiĝis antaŭlonge en la urbego, kie ili vivis tiutempe – ili dumtempe eĉ iradis al la sama lernejo – sed poste Tom devis iri al malsama urbo, kaj ili ne plu vidis sin reciproke. Kiam, antaŭ kelkaj tagoj, ili retrovis unu la alian en la sama universitato, ambaŭ ege dankis la destinon.|eg -  denotes increase of degree<br>e - ending of adverbs<br>
universitato|227|universitat-o|Kaj jen estas Tom, la plej malserioza knabo en la tuta universitato.|universitat -  university<br>o - ending of nouns (substantive)<br>
amegi|3560|am-eg-i|Kaj nun li sentas sin ema zorgi pri Linda. Ĉu tiu belega knabino ne troviĝas en danĝero? Li amas ŝin, li eĉ amegas ŝin, pli kaj pli, kaj la ideo, ke danĝeraj homoj povus fari ion al ŝi, apenaŭ estas travivebla. La vivo ne estas facila, kaj ŝajnas nun, ke la tuta afero iĝas pli kaj pli malŝatinda.|am -  love<br>eg -  denotes increase of degree<br>i - termination of the infinitive in verbs<br>
vojo|4603|voj-o|La vojo ŝajnas longa, kiam oni silentas la tutan tempon. Linda estas parolema. Krome, ŝi deziras ricevi informojn pri sia stranga kunulo. Ŝi do tute ne ŝatas tiun longan silentadon. Kial ne provi denove? Ŝi decidas, ke ŝi rekomencos paroli. Se li ne ŝatos, nu, li esprimos sian malŝaton, kaj ili plu veturos senvorte, kaj la vojo plu ŝajnos longega.|voj -  way, road<br>o - ending of nouns (substantive)<br>
ĉe|624|ĉe|Ĉu vi permesas, ke mi sidu ĉe via tablo?|
studentino|3399|student-in-o|Ili treege ŝatas la tiean bonegan vivon. Ili ŝategas ĝin. Ambaŭ estas agemaj, laboremaj knaboj, kun speciala ŝato al la iom timemaj studentinoj. Eble ĉar timema junulino estas malpli timinda ol ino neniam ema timi, ol sentimulino. Ĉu vi komprenas?|student -  student (of a college etc.)<br>in -  ending of feminine words<br>o - ending of nouns (substantive)<br>
promesi|8623|promes-i|Kompreneble ŝi legis. Ŝi estis scivola. Almenaŭ ŝi bezonis scii, kial oni ŝin kaptis kaj senigis je libereco. Tial ŝi legis. Estis malfacile kompreni, komence, sed iom post iom ŝia memoro plene revenis, ŝi rememoris la principojn de tiu sekreta lingvo, kaj ŝi sukcesis kompreni ĉion. Ŝi havis nenion alian por fari. Dum multaj horoj ŝi estis sola kun tiu dokumento, kiun ili lasis al ŝi. Sed ŝi decidis neniam respondi al ili. Ŝi ja antaŭ longe promesis al Profesoro Kosadi, ke pri tio ŝi ĉiam silentos. Neniam ŝi ŝanĝos sian decidon.|promes -  promise<br>i - termination of the infinitive in verbs<br>
enŝlosita|5685|en-ŝlos-it-a|La ĉambro estis malbela, ne tre pura. Apud la muro staris tablo kaj seĝo. Ŝi sidiĝis sur la seĝon, metis la brakojn sur la tablon, la kapon en la manojn, kaj ploris. “Enŝlosita mi estas,” ŝi pensis. “Oni enŝlosis min!”|ŝlos -  lock, fasten<br>a - termination of adjectives<br>
kap-jesi|10137|kap-jes-i|La policano kap-jesas komprene. Gerda klarigas al li ankoraŭ pli pri la kondiĉoj de sia mallibereco. Kaj jen la policano havas ideon.|kap -  head<br>i - termination of the infinitive in verbs<br>
kriaĉi|7277|kri-aĉ-i|Ne ridu pri mi, aŭ mi ne daŭrigos la rakonton. Okazis io. Du el la soldatoj estis furiozaj, ĉar la kelnero ne volis porti al ili bieron. Ili faris bruegon, kriegis, kriaĉis, la aliaj provis ilin silentigi, kaj finfine speco de milito komenciĝis inter ili. Ili ekbatis unu la alian kun rimarkinda forto. Subite, jen unu telero flugis tra la aero, poste du, tri, kvar, kvin aliaj teleroj, unu taso eĉ flugis ĝis la plafono...|kri -  cry out, shout<br>aĉ -  contemptible, wretched<br>i - termination of the infinitive in verbs<br>
ralf|9057|???|Ralf|
kuŝi|2006|kuŝ-i|Nu, mi tuj iros informi ilin. Restu ĉi tie kun ŝi. Sed ni unue metu ŝin pli bone, ke ŝi kuŝu komforte, kun la piedoj pli altaj ol la kapo.|kuŝ -  lie (down)<br>i - termination of the infinitive in verbs<br>
por|1047|por|Ŝi venis por instrui. Temas pri io mistera, fakte. Kriptaĵo-scienco.|por -  pore<br>
spione|1401|spion-e|Nu, vi ankoraŭ ne diris al mi, kio okazis, dum vi spione rigardis tiun paron.|spion -  a spy<br>e - ending of adverbs<br>
studi|12401|stud-i|“Jes,” daŭrigis Gerda. “Tiun parton de la afero mi konas. Li faris historian esploron en la Biblioteko Vatikana. Inter la paĝoj de malnova libro, li trovis dokumenton en la sekreta lingvo de la Lumoserĉantoj. Li antaŭe kelktempe interesiĝis pri tiu sekreta societo internacia, kaj iom komprenis ĝian sekretan lingvon. Li komprenis, ke tiu papero indikas, kie troviĝas la trezoro de la Lumoserĉantoj, sed mem ne povis traduki ĉiujn detalajn indikojn. Li ricevis la permeson fotokopii la dokumenton. Foje, kiam ni renkontiĝis, li parolis pri tio al mi. Li diris, ke eble homoj provos trovi tiun trezoron, ĉar pli kaj pli multaj personoj interesiĝas pri la malnovaj sekretaj societoj. Li sciis, ke mi estas la sola persono en la mondo, kiu vere ĝisfunde studis tiujn malnovajn sekretajn lingvojn, kaj li petis min solene promesi, ke mi neniam kun-laboros kun homoj serĉantaj la trezoron pro materia intereso.”|stud -  study, do research on<br>i - termination of the infinitive in verbs<br>
tikli|13722|tikl-i|Motivi la lernanton. La ĉefa faktoro en la sukceso de lingvo-lernado estas la motivado. Por tiun favori, la libro prezentiĝas kiel aventur-romano, en kiu jam en la dua ĉapitro atento-kapta okazaĵo tiklas la scivolemon kaj instigas la lernanton legi plu.|tikl -  tickle<br>i - termination of the infinitive in verbs<br>
banĉambro|2942|ban-ĉambr-o|“Juna viro, en ĉi tiu universitato, oni svenas en la klasĉambroj, oni svenas en la restoracio, oni svenas en la dormĉambroj, oni svenas en la banĉambroj, eble oni eĉ povus sveni en iu administra oficejo. Sed pri sveno koridora mi neniam aŭdis. Stranga epoko! Stranga generacio! Oni faras ion ajn niaepoke.”|ban -  bathe<br>ĉambr -  room, chamber<br>o - ending of nouns (substantive)<br>
verŝajne|1378|ver-ŝajn-e|Diable! Vi verŝajne amas ŝin.|ver -  true, truth<br>ŝajn -  seem<br>e - ending of adverbs<br>
longa|3656|long-a|Li turnis sin al ŝi, kun vizaĝo ŝajne ne tre kontenta, kaj ŝin rigardadis dum longa senvorta minuto.|long -  long<br>a - termination of adjectives<br>
preni|8753|pren-i|Minutoj pasas. Multaj minutoj. Unu horo, du horoj, ĉu tri horoj? Ĉu multaj horoj? Kiel scii? Ne estas horloĝo sur la muro, kaj ili prenis ŝian brakhorloĝon. La lumo apenaŭ ŝanĝiĝas en la ĉambro, pro la nemoveblaj fenestro-kovriloj. Ĉu estas frue? Ĉu estas malfrue. Ŝi tute ne povas scii. Tago, nokto, mateno, vespero ĉi tie estas samaj. Sun-lumo neniam envenas.|pren -  take<br>i - termination of the infinitive in verbs<br>
rapidi|3015|rapid-i|“Nu, nu. Ne maltrankviliĝu, juna viro, ne havu zorgojn. Ni tuj rapidos tien, kaj mi tuj prizorgos ŝin.”|rapid -  fast, rapid<br>i - termination of the infinitive in verbs<br>
mano|302|man-o|Lia mano agas strange. Rigardu, se vi volas, sed plej diskrete. Turnu vin iomete, eble, sed tute nature. Li ne vidu, ke vi rigardas al li.|man -  hand<br>o - ending of nouns (substantive)<br>
vendi|6585|vend-i|Kiel mi diris: mi estis bonŝanca, mi vidis lin ĝustatempe. Nu, li iris piede, kaj mi decidis lin sekvi. Ĉu vi konas tiun grandan magazenon, kiu vendas kvardek malsamajn specojn de pano kaj ĉiaspecajn ĉokoladojn kaj aliajn dolĉaĵojn? Sur la maldekstra flanko de la strato, kiu iras al la Ĉefa Sportocentro. Estas granda vendejo de mebloj apude. Nu, ne gravas, ĉu vi konas aŭ ne. Li eniris tiun panejon, aŭ tiun dolĉaĵ-vendejon, aŭ tiun... nu... tiun pan- kaj dolĉaĵ-vendejon, kaj eliris post minuto portante paperan sakon, kiu aspektis plenplena. Ŝajnis, ke li aĉetis la tutan magazenon. Mi devas diri, ke ili vendas tre bonajn aĵojn en tiu ejo. Mi, kiu tiom ŝatas ĉokoladon kaj dolĉaĵojn, ofte irus tien kaj aĉetus multon, se mi ne timus dikiĝi. Nu... e... kion mi rakontis?|vend -  sell<br>i - termination of the infinitive in verbs<br>
mispaŝi|3501|mis-paŝ-i|Sed nun Tom malŝatas la aventuron. Li sin demandas, kial li sentas tiun flegistinon nefidinda. Li preferus silenteman, grav-aspektan sinjorinon. Tiu ĉi ne aspektas tre zorgeme, kaj li ne trovas ŝin atentema pri liaj demandoj. Verdire, li opinias ŝin ema fuŝi sian laboron. Li timas, ke ŝi ofte agas fuŝe. Fuŝemaj homoj ekzistas en la mondo. Kial tiu tro parolema flegistino ne estus unu el ili? Ĉu li mispaŝis, kiam li turnis sin al ŝi? Sed al kiu alia li povus sin turni? Ŝi estis la sola flegistino, kiu troviĝis en la universitato. Aŭ ĉu li mispensas?|mis -  mis-, incorrectly, in error<br>paŝ -  step, pace<br>i - termination of the infinitive in verbs<br>
parolema|3261|parol-em-a|Tom estas agema knabo, eĉ iom aventurema, kaj eble tiu tro parolema flegistino ne ŝajnas al li kredinda. Eble li opinias, ke tiu flegistino tro emas paroli, kaj do ne estas fidinda. Aŭ ĉu temas pri io alia?|parol -  speak, talk<br>em -  inclined to<br>a - termination of adjectives<br>
ambaŭ|1788|ambaŭ|Ĉu vi ambaŭ foriras kaj mi restu tute sola? Mi iom timas.|
nature|324|natur-e|Lia mano agas strange. Rigardu, se vi volas, sed plej diskrete. Turnu vin iomete, eble, sed tute nature. Li ne vidu, ke vi rigardas al li.|natur -  nature<br>e - ending of adverbs<br>
enŝlosi|5694|en-ŝlos-i|La ĉambro estis malbela, ne tre pura. Apud la muro staris tablo kaj seĝo. Ŝi sidiĝis sur la seĝon, metis la brakojn sur la tablon, la kapon en la manojn, kaj ploris. “Enŝlosita mi estas,” ŝi pensis. “Oni enŝlosis min!”|ŝlos -  lock, fasten<br>i - termination of the infinitive in verbs<br>
brakseĝo|12136|brak-seĝ-o|Ili sidis en komfortaj brakseĝoj en la hejmo de Gerda.|brak -  arm<br>seĝ -  chair<br>o - ending of nouns (substantive)<br>
claude|13347|???|Claude PIRON|
vetero|11371|veter-o|La temperaturo estis plaĉa, kaj bela la vetero. Ili starigis sian tendon en la proksimeco, tamen bone prizorgante, ke ĝi ne estu videbla por alvenantoj. La sola maniero, laŭ kiu la trezorserĉantoj povus alveni antaŭ la morgaŭa tago, estus, ke ili flugu per malgranda aviadilo, speciale luita. Sed lui specialan aviadilon kostas tiel multe, ke plej verŝajne ili ne uzos tiun rimedon.|veter -  weather<br>o - ending of nouns (substantive)<br>
nomata|7124|nom-at-a|Ne parolu malsaĝe. Vi perfekte scias, kion mi volas diri. Estis turka aŭ pseŭdo-turka restoracio, kun stranga muziko kaj strangaj vestaĵoj. La kelneroj estis vestitaj per t.n. (= tiel nomataj) naciaj vestoj multkoloraj. Mi manĝis bonegan supon, sed poste ion, pri kio mi ankoraŭ nun min demandas, ĉu estis pecoj el hundo aŭ kato. Certe ne estis kokidaĵo, sed krom tio mi havas neniun certecon. Ankaŭ la salato estis tre bona, sed la kuko estis treege dolĉa, tro dolĉa por mi, kaj same la turka kafo. Ĝi estis nekredeble plena je sukero, kaj mi manĝis tiom da kafpulvoro, kiom mi trinkis da kafo.|nom -  name<br>at -  ending of present passive participle<br>a - termination of adjectives<br>
manĝo|7222|manĝ-o|Mi miras pri la grava loko, kiun konsideroj pri manĝo kaj trinko okupas en via spionraporto. Mi atendis aventurojn, sed venas ĉefe menuoj.|manĝ -  eat<br>o - ending of nouns (substantive)<br>
semajno|1980|semajn-o|Verŝajne, sed mi ne scias certe. Mi estas ĉi tie apenaŭ unu semajnon.|semajn -  week<br>o - ending of nouns (substantive)<br>
demando|142|demand-o|Nenio speciala okazas al mi. Kaj mi ne laboras tro multe. Fakte, mi laboras malmulte nun. La vera demando estas: kio okazas al vi, Linda? Nur vi estas vere bela.|demand -  ask (a question), enquire<br>o - ending of nouns (substantive)<br>
amikiĝi|3312|amik-iĝ-i|Tom ege ŝatas sian amikon Bob. Li ŝategas lin. Li lin amas, fakte. Bob kaj li amikiĝis antaŭlonge en la urbego, kie ili vivis tiutempe – ili dumtempe eĉ iradis al la sama lernejo – sed poste Tom devis iri al malsama urbo, kaj ili ne plu vidis sin reciproke. Kiam, antaŭ kelkaj tagoj, ili retrovis unu la alian en la sama universitato, ambaŭ ege dankis la destinon.|amik -  friend<br>iĝ -  to become<br>i - termination of the infinitive in verbs<br>
roko|5444|rok-o|Mankis al ŝi forto, kaj ŝia tuta korpo iom doloris. Ŝi estis laca, kvazaŭ ŝi estus laborinta multajn horojn sin-sekve en la kampoj, kvazaŭ ŝi estus movinta pezajn rokojn kaj ŝtonojn dum multaj kaj multaj tagoj, sen eĉ horo da dormo, kvazaŭ ŝi estus marŝinta dum multaj kaj multaj semajnoj sur malfacila monta vojeto. Unuvorte, ŝi estis lacega, kaj ŝajnis al ŝi, ke ĉiuj muskoloj de ŝia korpo plendas pri troa laboro, nehome peza, nehome malfacila, nehome laciga.|rok -  rock, boulder<br>o - ending of nouns (substantive)<br>
|1|???|Ĉapitro 1|
asimili|13972|asimil-i|Multajn eble surprizos la diversa longeco de la ĉapitroj. Ĝi fontas el la deziro adaptiĝi al la fakto, ke la mensa kapablo asimili novan materialon ne restas konstante samnivela. La dividoj ene de la ĉapitroj estas simplaj indikoj por helpi la instruanton, nedevigaj.|asimil -  assimilate<br>i - termination of the infinitive in verbs<br>
komforte|2007|komfort-e|Nu, mi tuj iros informi ilin. Restu ĉi tie kun ŝi. Sed ni unue metu ŝin pli bone, ke ŝi kuŝu komforte, kun la piedoj pli altaj ol la kapo.|komfort -  comfort<br>e - ending of adverbs<br>
pseŭdonimo|13460|pseŭdonim-o|Sub la pseŭdonimo Johán Valano, li publikigis poemaron, kanto-kasedojn, detektiv-romanojn kaj kolekton da noveloj. Sub la propra nomo li publikigis kurson de psikologio en esperanto kaj multajn artikolojn, nacilingve aŭ esperante, pri diversaj temoj psikologiaj aŭ lingvaj. Li gvidis kursojn pri psikologio en esperanto en Internacia Feria Altlernejo (La Chaux-de-Fonds, Svislando) kaj en Someraj Universitataj Kursoj – Lieĝo, Belgio).|pseŭdonim -  pseudonym<br>o - ending of nouns (substantive)<br>
malgranda|1436|mal-grand-a|Ni ne povis vidi. Io tre eta. Malgranda afero. Afereto.|mal -  denotes opposites<br>grand -  large<br>a - termination of adjectives<br>
samo|8103|sam-o|“La flegistino nur rediras la samon, kiel Tom. Kaj la blondulon ni ankoraŭ ne pridemandis.”|sam -  same<br>o - ending of nouns (substantive)<br>
klara|4570|klar-a|“Mi ne povus klarigi. Nenio estas klara. Mi estis tie apud Gerda. Mi aŭdis nenion, mi aŭdis neniun bruon. Kaj subite ĉio eksplodis en mia kapo kaj mi mortis.”|klar -  clear<br>a - termination of adjectives<br>
mensa|13970|mens-a|Multajn eble surprizos la diversa longeco de la ĉapitroj. Ĝi fontas el la deziro adaptiĝi al la fakto, ke la mensa kapablo asimili novan materialon ne restas konstante samnivela. La dividoj ene de la ĉapitroj estas simplaj indikoj por helpi la instruanton, nedevigaj.|mens -  mind; intellect<br>a - termination of adjectives<br>
